,YEAR,RANK,TITLE,ARTIST
0,2021,1,Celebrity,아이유
1,2021,2,롤린 (Rollin'),브레이브걸스
2,2021,3,Dynamite,방탄소년단
3,2021,4,Next Level,aespa
4,2021,5,라일락,아이유
5,2021,6,밤하늘의 별을(2020),경서
6,2021,7,신호등,이무진
7,2021,8,Butter,방탄소년단
8,2021,9,내 손을 잡아,아이유
9,2021,10,밝게 빛나는 별이 되어 비춰줄게,송이한
10,2021,11,바라만 본다,MSG워너비(M.O.M)
11,2021,12,잠이 오질 않네요,장범준
12,2021,13,헤픈 우연,헤이즈 (Heize)
13,2021,14,Lovesick Girls,BLACKPINK
14,2021,15,취기를 빌려 (취향저격 그녀 X 산들),산들
15,2021,16,VVS (Feat. JUSTHIS) (Prod. GroovyRoom),"미란이 (Mirani), 먼치맨(MUNCHMAN), Khundi Panda, 머쉬베놈 (MUSHVENOM)"
16,2021,17,운전만해 (We Ride),브레이브걸스
17,2021,18,Dun Dun Dance,오마이걸 (OH MY GIRL)
18,2021,19,Blueming,아이유
19,2021,20,에잇(Prod.&Feat. SUGA of BTS),아이유
20,2021,21,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤)
21,2021,22,오래된 노래,스탠딩 에그
22,2021,23,흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야,장범준
23,2021,24,그날에 나는 맘이 편했을까,이예준
24,2021,25,Life Goes On,방탄소년단
25,2021,26,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴
26,2021,27,"LOVE DAY (2021) (바른연애 길잡이 X 양요섭, 정은지)","양요섭, 정은지"
27,2021,28,나랑 같이 걸을래 (바른연애 길잡이 X 적재),적재
28,2021,29,작은 것들을 위한 시 (Boy With Luv) (Feat. Halsey),방탄소년단
29,2021,30,ASAP,STAYC(스테이씨)
30,2021,31,METEOR,창모 (CHANGMO)
31,2021,32,Timeless,SG 워너비
32,2021,33,"사이렌 Remix (Feat. UNEDUCATED KID, Paul Blanco)",호미들
33,2021,34,아로하,조정석
34,2021,35,Weekend,태연 (TAEYEON)
35,2021,36,Dolphin,오마이걸 (OH MY GIRL)
36,2021,37,봄날,방탄소년단
37,2021,38,Permission to Dance,방탄소년단
38,2021,39,멜로디,ASH ISLAND
39,2021,40,추억은 만남보다 이별에 남아,정동하
40,2021,41,OHAYO MY NIGHT,"디핵 (D-Hack), PATEKO (파테코)"
41,2021,42,오늘도 빛나는 너에게 (To You My Light) (Feat.이라온),마크툽 (MAKTUB)
42,2021,43,낙하 (with 아이유),AKMU (악뮤)
43,2021,44,이제 나만 믿어요,임영웅
44,2021,45,사실 나는 (Feat.전건호),경서예지
45,2021,46,다정히 내 이름을 부르면,"경서예지, 전건호"
46,2021,47,On The Ground,로제 (ROSÉ)
47,2021,48,힘든 건 사랑이 아니다,임창정
48,2021,49,어떻게 지내 (Prod. By VAN.C),오반
49,2021,50,이 밤을 빌려 말해요 (바른연애 길잡이 X 10CM),10CM
50,2021,51,너의 번호를 누르고 (Prod. 영화처럼),#안녕
51,2021,52,Coin,아이유
52,2021,53,늦은 밤 너의 집 앞 골목길에서,노을
53,2021,54,어푸 (Ah puh),아이유
54,2021,55,How You Like That,BLACKPINK
55,2021,56,상상더하기,라붐 (LABOUM)
56,2021,57,비와 당신,이무진
57,2021,58,라라라,SG 워너비
58,2021,59,마음을 드려요,아이유
59,2021,60,살짝 설렜어 (Nonstop),오마이걸 (OH MY GIRL)
60,2021,61,좋아좋아,조정석
61,2021,62,내 마음이 움찔했던 순간 (취향저격 그녀 X 규현),규현 (KYUHYUN)
62,2021,63,치맛바람 (Chi Mat Ba Ram),브레이브걸스
63,2021,64,안녕 (Hello),조이 (JOY)
64,2021,65,Alcohol-Free,TWICE (트와이스)
65,2021,66,"내일이 오면 (Feat. 기리보이, BIG Naughty (서동현))",릴보이 (lIlBOI)
66,2021,67,Love poem,아이유
67,2021,68,너를 만나,폴킴
68,2021,69,내사람,SG 워너비
69,2021,70,When We Disco (Duet with 선미),박진영
70,2021,71,상상더하기,"MSG워너비 TOP 8 (별루지, 김정수, 강창모, 정기석, 이동휘, 이상이, 박재정, 원슈타인)"
71,2021,72,시작,가호 (Gaho)
72,2021,73,우리 왜 헤어져야 해,신예영
73,2021,74,하루만 더,빅마마
74,2021,75,혼술하고 싶은 밤,벤
75,2021,76,나를 아는 사람,MSG워너비(정상동기)
76,2021,77,안녕,폴킴
77,2021,78,DUMB DUMB,전소미
78,2021,79,서면역에서,순순희
79,2021,80,거짓말이라도 해서 널 보고싶어,백지영
80,2021,81,고백 (바른연애 길잡이 X 허각),허각
81,2021,82,우린 어쩌다 헤어진 걸까,허각
82,2021,83,Downtown Baby,블루 (BLOO)
83,2021,84,strawberry moon,아이유
84,2021,85,Savage,aespa
85,2021,86,마.피.아. In the morning,ITZY (있지)
86,2021,87,Queendom,Red Velvet (레드벨벳)
87,2021,88,그냥 안아달란 말야,다비치
88,2021,89,아이와 나의 바다,아이유
89,2021,90,가을 우체국 앞에서,김대명
90,2021,91,"회전목마 (Feat. Zion.T, 원슈타인) (Prod. Slom)",sokodomo
91,2021,92,사랑은 지날수록 더욱 선명하게 남아,전상근
92,2021,93,이렇게 좋아해 본 적이 없어요,CHEEZE (치즈)
93,2021,94,마리아 (Maria),화사 (Hwa Sa)
94,2021,95,딩가딩가 (Dingga),마마무 (Mamamoo)
95,2021,96,함께 했는데 이별은 나 혼자인 거야,이소정
96,2021,97,비가 오는 날엔 (2021),헤이즈 (Heize)
97,2021,98,살다가,SG 워너비
98,2021,99,별빛 같은 나의 사랑아,임영웅
99,2021,100,"CREDIT (Feat. 염따, 기리보이, Zion.T)",릴보이 (lIlBOI)
